pearson,0.25,1.0,"roberta","roberta-base","defsep",0.2,"0-final",0,0,inf,0.01750312555813538,0.875,0.008839978351073426,0.5410861766914157,0.05669262529422749,1.4411127178446408e-06
pearson,0.25,1.0,"roberta","roberta-base","defsep",0.2,"L0-0-0.25",0,2.0,6.0,0.0,0.0,0.0,0.4835553139440065,0.0,1.232401771887582e-06
pearson,0.25,1.0,"roberta","roberta-base","defsep",0.2,"N0-0-0.25",0,0.0,0.0,0.0,0.0,0.0,0.5743418999063573,0.0,1.360829049399065e-06
pearson,0.25,1.0,"roberta","roberta-base","defsep",0.2,"W0-0-0.25",0,0.0,0.0,0.0,0.0,0.0,0.5154579601271309,0.0,1.3121977185831012e-06
pearson,0.25,1.0,"roberta","roberta-base","defsep",0.2,"L0-0.25-0.5",0,6.0,14.0,0.0,0.0,0.0,0.558203125,0.0,1.2747477740049362e-06
pearson,0.25,1.0,"roberta","roberta-base","defsep",0.2,"N0-0.25-0.5",0,0.0,0.0,0.0,0.0,0.0,0.5743418999063573,0.0,1.2683987481055034e-06
pearson,0.25,1.0,"roberta","roberta-base","defsep",0.2,"W0-0.25-0.5",0,0.0,0.0,0.0,0.0,0.0,0.5154579601271309,0.0,1.3124388237627763e-06
pearson,0.25,1.0,"roberta","roberta-base","defsep",0.2,"L0-0.5-1",0,14.0,263.0,0.03437390389337075,0.875,0.017531305903398926,0.5587433883635198,0.08171965240749757,1.5611659259554628e-06
pearson,0.25,1.0,"roberta","roberta-base","defsep",0.2,"N0-0.5-1",0,0.0,240.0,0.01750312555813538,0.875,0.008839978351073426,0.5410861766914157,0.05669262529422749,1.4072006733490905e-06
pearson,0.25,1.0,"roberta","roberta-base","defsep",0.2,"W0-0.5-1",0,0.0,1.0,0.01750312555813538,0.875,0.008839978351073426,0.5410861766914157,0.05669262529422749,1.504700287494069e-06
pearson,0.25,1.0,"roberta","roberta-base","defsep",0.2,"1-final",1,0,inf,0.8063958513396715,0.7740169238427078,0.8416020205664803,0.8131308917994494,0.6284695579669192,0.001004599287759137
pearson,0.25,1.0,"roberta","roberta-base","defsep",0.2,"L1-0-0.25",1,2.0,6.0,0.725011515430677,0.6445536445536445,0.828421052631579,0.6754552867627073,0.3601906987390738,0.001079594385821588
pearson,0.25,1.0,"roberta","roberta-base","defsep",0.2,"N1-0-0.25",1,0.0,0.0,0.7755243143581471,0.7335949422280358,0.8225372769494012,0.7973155759026116,0.5950939090266758,0.001016971112637177
pearson,0.25,1.0,"roberta","roberta-base","defsep",0.2,"W1-0-0.25",1,0.0,0.0,0.7898621361927308,0.7410504311471127,0.8455575432319619,0.7819994221323316,0.5707397548398229,0.0010372428183127124
